ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,reinforcePrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,weakA_DamageRate,weakB_DamageRate,weakC_DamageRate,weakD_DamageRate,sleepGuardResist_MaxCorrect,madnessGuardResist_MaxCorrect,saWeaponDamage,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,guardAngle,saDurability,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defSeMaterial1,correctType_Physics,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,atkAttribute,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isHeroPointCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,isDiscard,isDrop,showLogCondType,enableThrow,showDialogCondType,disableGemAttr,defSfxMaterial1,wepCollidableType0,wepCollidableType1,postureControlId_Right,postureControlId_Left,traceSfxId0,traceDmyIdHead0,traceDmyIdTail0,traceSfxId1,traceDmyIdHead1,traceDmyIdTail1,traceSfxId2,traceDmyIdHead2,traceDmyIdTail2,traceSfxId3,traceDmyIdHead3,traceDmyIdTail3,traceSfxId4,traceDmyIdHead4,traceDmyIdTail4,traceSfxId5,traceDmyIdHead5,traceDmyIdTail5,traceSfxId6,traceDmyIdHead6,traceDmyIdTail6,traceSfxId7,traceDmyIdHead7,traceDmyIdTail7,defSfxMaterial2,defSeMaterial2,absorpParamId,toughnessCorrectRate,isValidTough_ProtSADmg,isDualBlade,isAutoEquip,isEnableEmergencyStep,invisibleOnRemo,pad2,correctType_Magic,correctType_Fire,correctType_Thunder,weakE_DamageRate,weakF_DamageRate,darkGuardCutRate,attackBaseDark,correctType_Dark,correctType_Poison,sortGroupId,atkAttribute2,sleepGuardResist,madnessGuardResist,correctType_Blood,properLuck,freezeGuardResist,autoReplenishType,swordArtsParamId,correctLuck,arrowBoltEquipId,DerivationLevelType,enchantSfxSize,wepType,physGuardCutRate_MaxCorrect,magGuardCutRate_MaxCorrect,fireGuardCutRate_MaxCorrect,thunGuardCutRate_MaxCorrect,darkGuardCutRate_MaxCorrect,poisonGuardResist_MaxCorrect,diseaseGuardResist_MaxCorrect,bloodGuardResist_MaxCorrect,curseGuardResist_MaxCorrect,freezeGuardResist_MaxCorrect,staminaGuardDef_MaxCorrect,residentSfxId_1,residentSfxId_2,residentSfxId_3,residentSfxId_4,residentSfx_DmyId_1,residentSfx_DmyId_2,residentSfx_DmyId_3,residentSfx_DmyId_4,staminaConsumptionRate,vsPlayerDmgCorrectRate_Physics,vsPlayerDmgCorrectRate_Magic,vsPlayerDmgCorrectRate_Fire,vsPlayerDmgCorrectRate_Thunder,vsPlayerDmgCorrectRate_Dark,vsPlayerDmgCorrectRate_Poison,vsPlayerDmgCorrectRate_Blood,vsPlayerDmgCorrectRate_Freeze,attainmentWepStatusStr,attainmentWepStatusDex,attainmentWepStatusMag,attainmentWepStatusFai,attainmentWepStatusLuc,attackElementCorrectId,saleValue,reinforceShopCategory,maxArrowQuantity,residentSfx_1_IsVisibleForHang,residentSfx_2_IsVisibleForHang,residentSfx_3_IsVisibleForHang,residentSfx_4_IsVisibleForHang,isSoulParamIdChange_model0,isSoulParamIdChange_model1,isSoulParamIdChange_model2,isSoulParamIdChange_model3,wepSeIdOffset,baseChangePrice,levelSyncCorrectId,correctType_Sleep,correctType_Madness,rarity,gemMountType,wepRegainHp,spEffectMsgId0,spEffectMsgId1,spEffectMsgId2,originEquipWep16,originEquipWep17,originEquipWep18,originEquipWep19,originEquipWep20,originEquipWep21,originEquipWep22,originEquipWep23,originEquipWep24,originEquipWep25,vsPlayerDmgCorrectRate_Sleep,vsPlayerDmgCorrectRate_Madness,saGuardCutRate,defMaterialVariationValue,spAttributeVariationValue,stealthAtkRate,vsPlayerDmgCorrectRate_Disease,vsPlayerDmgCorrectRate_Curse,pad
12000000,Large Club,1,0,[0|0|0],1200,2400000,0,8.5,0,1050,630,100,74,0,0,0,60,32,32,32,-1,-1,-1,-1,-1,-1,0,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,1,1,1,1,15,15,7,850,10440,0,0,1,10,131,0,0,0,77,60,0,38,0,-1,-1,0,-1,7,0,5,35,2,2,152,0,0,0,2,12,22,0,0,0,99,0,0,30,80,0,2,0,0,0,18,18,18,18,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,128,2,2,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,35,0.072,1,0,0,1,1,0,0,0,0,1,1,32,0,0,6,150,1,18,18,6,0,18,0,650,0,0,0,3,23,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.015,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,6300,310,6,6,1,2,60,-1,-1,-1,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
12010000,Greathorn Hammer,1,0,[0|0|0],1200,2409000,0,10,0,1100,590,100,55,39,0,0,65,35,35,35,-1,-1,-1,5120100,-1,-1,0,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,1,1,1,1,15,15,7,803,10441,0,0,1,10,134,0,0,0,86,60,0,42,0,-1,-1,0,-1,7,0,5,35,2,4,102,0,0,0,2,12,22,10,0,0,99,0,0,30,80,0,2,0,0,0,20,20,20,20,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,128,2,2,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,35,0.072,1,0,0,1,1,0,0,0,0,1,1,35,0,0,6,150,1,20,20,6,0,20,0,650,0,0,0,3,23,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.04,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,2,5900,310,6,6,2,2,60,-1,-1,-1,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
12020000,Battle Hammer,1,0,[0|0|0],1200,2405000,0,10,0,1300,630,200,79,14,0,0,68,36,36,36,-1,-1,-1,-1,-1,-1,0,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,1,1,1,1,15,15,7,804,10442,0,0,1,10,131,0,0,0,97,60,0,44,0,-1,-1,0,-1,7,0,5,35,2,0,150,0,0,0,2,12,26,8,0,0,99,0,0,30,80,0,2,0,0,0,21,21,21,21,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,2,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,35,0.072,1,0,0,1,1,0,0,0,0,1,1,36,0,0,6,150,1,21,21,6,0,21,0,654,0,0,0,7,23,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.01,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,6300,310,6,6,1,2,60,-1,-1,-1,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
12060000,Great Mace,1,0,[0|0|0],1200,2402000,0,11.5,0,1250,600,100,80,0,0,0,71,38,38,38,-1,-1,-1,-1,-1,-1,0,12060000,12060000,12060000,12060000,12060000,12060000,12060000,12060000,12060000,12060000,12060000,12060000,12060000,12060000,12060000,12060000,1,1,1,1,15,15,7,852,10443,0,0,1,10,134,0,0,0,100,60,0,46,0,-1,-1,0,-1,7,0,5,35,2,0,150,0,0,0,2,12,28,0,0,0,99,0,0,30,80,0,2,0,0,0,22,22,22,22,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,2,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,35,0.072,1,0,0,1,1,0,0,0,0,1,1,38,0,0,6,150,1,22,22,6,0,22,0,700,0,0,0,4,23,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.06,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,6000,310,6,6,1,2,60,-1,-1,-1,12060000,12060000,12060000,12060000,12060000,12060000,12060000,12060000,12060000,12060000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
12080000,Curved Great Club,1,0,[0|0|0],1200,2401000,0,10,0,1300,630,100,49,35,0,0,68,36,36,36,-1,-1,-1,-1,-1,-1,0,12080000,12080000,12080000,12080000,12080000,12080000,12080000,12080000,12080000,12080000,12080000,12080000,12080000,12080000,12080000,12080000,1,1,1,1,15,15,7,855,10444,0,0,1,10,145,0,0,0,97,60,0,44,0,-1,-1,0,-1,7,0,5,35,2,2,152,0,0,0,2,12,24,10,0,0,99,0,0,30,80,0,2,0,0,0,21,21,21,21,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,128,2,2,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,35,0.072,1,0,0,1,1,0,0,0,0,1,1,36,0,0,6,150,1,21,21,6,0,21,0,650,0,0,0,3,23,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.01,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,6300,310,6,6,1,2,60,-1,-1,-1,12080000,12080000,12080000,12080000,12080000,12080000,12080000,12080000,12080000,12080000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
12130000,Celebrant's Skull,1,0,[0|0|0],1200,2407000,0,8.5,0,1250,550,100,42,42,0,0,63,34,34,34,-1,-1,5121300,5010601,-1,-1,0,12130000,12130000,12130000,12130000,12130000,12130000,12130000,12130000,12130000,12130000,12130000,12130000,12130000,12130000,12130000,12130000,1,1,1,1,15,15,7,860,10445,0,0,1,10,138,0,0,0,91,60,0,40,0,-1,-1,0,-1,7,0,5,35,2,4,153,0,0,0,2,12,18,12,0,0,99,0,0,30,80,0,2,0,0,0,19,19,19,19,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,117,2,2,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,35,0.072,1,0,0,1,1,0,0,0,0,1,1,34,0,0,6,150,1,19,19,6,0,19,0,650,0,0,0,4,23,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.965,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,2,5500,310,6,6,2,2,60,-1,-1,-1,12130000,12130000,12130000,12130000,12130000,12130000,12130000,12130000,12130000,12130000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
12140000,Pickaxe,1,0,[0|0|0],1205,2403000,0,10,0,1250,630,100,55,25,0,0,68,36,36,36,-1,-1,-1,-1,-1,-1,0,12140000,12140000,12140000,12140000,12140000,12140000,12140000,12140000,12140000,12140000,12140000,12140000,12140000,12140000,12140000,12140000,1,1,1,1,15,15,7,861,10446,0,0,1,10,144,0,0,0,95,60,0,44,0,-1,-1,0,-1,7,0,5,32,2,0,102,0,0,176,2,12,22,10,0,0,99,0,0,30,80,0,2,0,0,0,21,21,21,21,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,128,2,2,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,35,0.072,1,0,0,1,1,0,0,0,0,1,1,36,0,0,6,150,1,21,21,6,0,21,0,700,0,0,0,3,23,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,6300,310,6,6,1,2,60,-1,-1,-1,12140000,12140000,12140000,12140000,12140000,12140000,12140000,12140000,12140000,12140000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
12180000,Great Stars,1,0,[0|0|0],1200,2408000,0,10,0,1150,620,100,53,37,0,0,68,36,36,36,6402,-1,5121800,5121801,-1,-1,0,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000,1,1,1,1,15,15,7,864,10450,0,0,1,10,135,0,0,0,91,60,0,44,0,-1,-1,0,-1,7,0,5,35,2,0,151,0,0,0,2,12,22,12,0,0,99,0,0,30,80,0,2,0,0,0,21,21,21,21,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,2,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,35,0.072,1,0,0,1,1,0,0,0,0,1,1,36,0,0,6,150,1,21,21,6,0,21,0,700,0,0,0,4,23,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,6200,310,6,6,2,2,60,6501,-1,-1,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
12190000,Brick Hammer,1,0,[0|0|0],1200,2404000,0,12.5,0,1450,770,100,96,0,0,0,74,40,40,40,-1,-1,-1,-1,-1,-1,0,12190000,12190000,12190000,12190000,12190000,12190000,12190000,12190000,12190000,12190000,12190000,12190000,12190000,12190000,12190000,12190000,1,1,1,1,15,15,7,865,10451,0,0,1,10,122,0,0,0,109,60,0,48,0,-1,-1,0,-1,7,0,5,35,2,4,102,0,0,0,2,12,31,0,0,0,99,0,0,30,80,0,2,0,0,0,23,23,23,23,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,128,2,2,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,35,0.072,1,0,0,1,1,0,0,0,0,1,1,40,0,0,6,150,1,23,23,6,0,23,0,650,0,0,0,4,23,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.05,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,2,7700,310,6,6,1,2,60,-1,-1,-1,12190000,12190000,12190000,12190000,12190000,12190000,12190000,12190000,12190000,12190000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
12210000,Rotten Battle Hammer,1,0,[0|0|0],1200,2406000,0,10,0,1500,830,200,79,15,0,0,68,36,36,36,-1,6603,-1,-1,-1,-1,0,12210000,12210000,12210000,12210000,12210000,12210000,12210000,12210000,12210000,12210000,12210000,12210000,12210000,12210000,12210000,12210000,1,1,1,1,15,15,7,876,10453,0,0,1,10,126,0,0,0,97,60,0,44,0,-1,-1,0,-1,7,0,5,35,2,0,150,0,0,0,2,12,26,8,0,0,99,0,0,30,80,0,2,0,0,0,21,21,21,21,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,2,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,35,0.072,1,0,0,1,1,0,0,0,0,1,1,36,0,0,6,150,1,21,21,6,0,21,0,654,0,0,0,7,23,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.01,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,2,8300,310,6,6,1,2,60,6451,-1,-1,12210000,12210000,12210000,12210000,12210000,12210000,12210000,12210000,12210000,12210000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
13000000,Nightrider Flail,1,0,[0|0|0],1300,2301000,0,6,0,850,390,100,21,66,0,0,37,25,25,25,6401,-1,-1,-1,-1,-1,0,13000000,13000000,13000000,13000000,13000000,13000000,13000000,13000000,13000000,13000000,13000000,13000000,13000000,13000000,13000000,13000000,1,1,1,1,15,15,6,1251,10480,0,0,1,10,115,0,0,0,58,60,0,21,0,-1,-1,0,-1,7,0,5,34,2,0,149,0,0,0,0,10,10,24,0,0,99,0,0,10,80,0,1,0,0,0,15,15,15,15,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,401000,310,-1,401000,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,34,0.052,0,0,0,1,1,0,0,0,0,1,1,25,0,0,6,140,1,15,15,6,0,15,0,125,0,0,0,7,24,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,21,3900,310,6,6,1,2,60,6501,-1,-1,13000000,13000000,13000000,13000000,13000000,13000000,13000000,13000000,13000000,13000000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
13010000,Flail,1,0,[0|0|0],1300,2300000,0,5,0,800,330,100,34,52,0,0,36,24,24,24,6401,-1,-1,-1,-1,-1,0,13010000,13010000,13010000,13010000,13010000,13010000,13010000,13010000,13010000,13010000,13010000,13010000,13010000,13010000,13010000,13010000,1,1,1,1,15,15,6,1250,10481,0,0,1,10,112,0,0,0,56,60,0,20,0,-1,-1,0,-1,7,0,5,34,2,0,102,0,0,0,0,10,10,18,0,0,99,0,0,10,80,0,1,0,0,0,15,15,15,15,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,128,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,34,0.052,0,0,0,1,1,0,0,0,0,1,1,24,0,0,6,140,1,15,15,6,0,15,0,125,0,0,0,7,24,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,20,3300,310,6,6,1,2,60,6501,-1,-1,13010000,13010000,13010000,13010000,13010000,13010000,13010000,13010000,13010000,13010000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
13040000,Chainlink Flail,1,0,[0|0|0],1300,2302000,0,8,0,800,480,200,78,13,0,0,43,28,28,28,6401,-1,-1,-1,-1,-1,0,13040000,13040000,13040000,13040000,13040000,13040000,13040000,13040000,13040000,13040000,13040000,13040000,13040000,13040000,13040000,13040000,1,1,1,1,15,15,6,1255,10484,0,0,1,10,112,0,0,0,61,60,0,24,0,-1,-1,0,-1,7,0,5,34,2,0,102,0,0,0,0,10,18,12,0,0,99,0,0,10,80,0,1,0,0,0,18,18,18,18,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,34,0.052,0,0,0,1,1,0,0,0,0,1,1,28,0,0,6,140,1,18,18,6,0,18,0,125,0,0,0,3,24,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.2,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,24,4800,310,6,6,1,2,60,6501,-1,-1,13040000,13040000,13040000,13040000,13040000,13040000,13040000,13040000,13040000,13040000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
14000000,Battle Axe,0,0,[0|0|0],1400,2002000,0,4.5,0,750,300,100,48,33,0,0,47,31,31,31,-1,-1,-1,-1,-1,-1,0,14000000,14000000,14000000,14000000,14000000,14000000,14000000,14000000,14000000,14000000,14000000,14000000,14000000,14000000,14000000,14000000,1,1,1,1,15,15,5,701,10520,0,0,1,10,128,0,0,0,56,60,0,31,0,-1,-1,0,-1,7,0,4,30,2,0,150,0,0,0,0,10,12,8,0,0,99,0,0,10,60,0,1,0,0,0,15,15,15,15,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,30,0.015,0,0,0,1,1,0,0,0,0,1,1,31,0,0,6,110,3,15,15,6,0,15,0,110,0,0,0,0,17,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3000,310,6,6,1,2,50,-1,-1,-1,14000000,14000000,14000000,14000000,14000000,14000000,14000000,14000000,14000000,14000000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
14010000,Forked Hatchet,1,0,[0|0|0],1401,2001000,0,2.5,0,800,210,100,29,60,0,0,40,27,27,27,6401,-1,-1,-1,-1,-1,0,14010000,14010000,14010000,14010000,14010000,14010000,14010000,14010000,14010000,14010000,14010000,14010000,14010000,14010000,14010000,14010000,1,1,1,1,15,15,5,406,10521,0,0,1,10,106,0,0,0,53,60,0,27,0,-1,-1,0,-1,7,0,4,30,2,0,149,0,0,170,0,10,9,14,0,0,99,0,0,10,60,0,1,0,0,0,13,13,13,13,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,30,0.015,0,0,0,1,1,0,0,0,0,1,1,27,0,0,6,110,3,13,13,6,0,13,0,800,0,0,0,6,17,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.9,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,11,2100,310,6,6,1,2,50,6501,-1,-1,14010000,14010000,14010000,14010000,14010000,14010000,14010000,14010000,14010000,14010000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
14020000,Hand Axe,1,0,[0|0|0],1401,2000000,0,3.5,0,750,230,100,30,55,0,0,42,28,28,28,-1,-1,-1,-1,-1,-1,0,14020000,14020000,14020000,14020000,14020000,14020000,14020000,14020000,14020000,14020000,14020000,14020000,14020000,14020000,14020000,14020000,1,1,1,1,15,15,5,700,10522,0,0,1,10,117,0,0,0,53,60,0,28,0,-1,-1,0,-1,7,0,4,30,2,0,102,0,0,170,0,10,9,8,0,0,99,0,0,10,60,0,1,0,0,0,14,14,14,14,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,128,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,30,0.015,0,0,0,1,1,0,0,0,0,1,1,28,0,0,6,110,3,14,14,6,0,14,0,800,0,0,0,6,17,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.97,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,2300,310,6,6,1,2,50,-1,-1,-1,14020000,14020000,14020000,14020000,14020000,14020000,14020000,14020000,14020000,14020000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
